SystemID,protein_name,family,is_biosensor,contrast_value,contrast_unit,contrast_normalized,quality_tier,context,temperature_K,pH,doi,pmcid,license,source,source_note,canonical_name,normalized_name,tier,source_refs,license_source,sd,sem,ci_low,ci_high,condition_text,evidence_type,spread_type,spread_value,method,assay,curator,contrast_quality_tier,excitation_nm,emission_nm,stokes_shift_nm,excitation_missing,emission_missing,contrast_missing,source_priority,source_name,year,name_normalized
FP_0011,FusionRed,RFP,0.0,7.0,fold,7.0,B,in_cellulo,298.0,7.4,10.1016/j.cels.XXXX,PMC12345678,CC BY (PMC OA),,Shemiakina et al. 2012 Nat Biotech - FusionRed,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,580.0,608.0,28.0,False,False,False,3,Atlas_v2.1,,fusionred
FP_0012,GCaMP6f,Calcium,1.0,15.5,fold,15.5,B,in_cellulo(HEK293),298.0,7.4,10.1038/nature12354,PMC3777791,CC BY (Nature OA),,Chen et al. 2013 Nature,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,515.0,27.0,False,False,False,3,Atlas_v2.1,,gcamp6f
FP_0014,GCaMP6s,Calcium,1.0,26.0,fold,26.0,B,in_cellulo(HEK293),298.0,7.4,10.1038/nature12354,PMC3777791,CC BY (Nature OA),geci_db_preseed,Chen et al. 2013 Nature - GCaMP6 suite,gcamp6s,gcamp6s,999.0,10.1038/nature12354; 10.1038/nature12354; 10.1038/nature12354,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,515.0,27.0,False,False,False,3,Atlas_v2.1,,gcamp6s
FP_0015,GFP,,1.0,0.206,,,,,,,,,CC BY,pmc_fulltext,,gfp,gfp,999.0,PMCID:PMC11613326; PMCID:PMC11613326; PMCID:PMC11613326; PMCID:PMC11613326; PMCID:PMC11613326; PMCID:PMC5771076,CC BY/CC0 (PMC OA),,,,,"stability, response time,
tissue penetration, and dynamic range.206 Some of these parameters are "fundamental" and gr",paragraph,,,,,,B,488.0,509.0,21.0,False,False,True,3,Atlas_v2.1,,gfp
FP_0016,GRAB-5HT1.0,Serotonin,1.0,2.5,deltaF/F0,3.5,,,,,10.1016/j.cell.2020.08.034,,CC BY,neurotransmitter_preseed,Wan et al. 2020 Cell - GRAB-5HT1.0,grab-5ht10,grab-5ht10,999.0,10.1016/j.cell.2020.08.034,varies (see DOI),,,,,,,,,,,,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,grab5ht10
FP_0017,GRAB-ACh3.0,Acetylcholine,1.0,3.2,deltaF/F0,4.2,,,,,10.1038/s41586-020-2421-8,,CC BY,neurotransmitter_preseed,Jing et al. 2020 Nature - GRAB-ACh3.0,grab-ach30,grab-ach30,999.0,10.1038/s41586-020-2421-8,varies (see DOI),,,,,,,,,,,,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,grabach30
FP_0018,GRAB-DA2h,Dopamine,1.0,4.2,deltaF/F0,5.2,B,in_cellulo(HEK293),310.0,7.4,10.1038/s41592-020-0786-1,PMC7572852,CC BY,neurotransmitter_preseed,"Sun et al. 2020 Nat Methods, GRAB-DA2h",grab-da2h,grab-da2h,999.0,10.1038/s41592-020-0786-1,varies (see DOI),,,,,,,none,,fluorescence,dopamine_sensor,v1.3_conservative,B,490.0,515.0,25.0,False,False,False,3,Atlas_v2.1,,grabda2h
FP_0019,GRAB-DA2m,Dopamine,1.0,2.8,deltaF/F0,3.8,B,in_vivo(neurons),298.0,7.4,10.1038/s41593-018-0258-4,PMC6289289,CC BY (Nature Neurosci OA),neurotransmitter_preseed,Sun et al. 2018,grab-da2m,grab-da2m,999.0,10.1038/s41592-020-0786-1,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,490.0,515.0,25.0,False,False,False,3,Atlas_v2.1,,grabda2m
FP_0020,GRAB-NE1m,Norepinephrine,1.0,1.8,deltaF/F0,2.8,,,,,10.1016/j.cell.2019.12.015,,CC BY,neurotransmitter_preseed,Feng et al. 2020 Cell - GRAB-NE1m,grab-ne1m,grab-ne1m,999.0,10.1016/j.cell.2019.12.015,varies (see DOI),,,,,,,,,,,,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,grabne1m
FP_0021,HyPer,H2O2,1.0,4.5,fold,4.5,,,,,10.1038/ncb1197,,CC BY,metabolic_preseed,Belousov et al. 2006 Nat Cell Biol - HyPer,hyper,hyper,999.0,10.1038/ncb1197,varies (see DOI),,,,,,,,,,,,B,420.0,516.0,96.0,False,False,False,3,Atlas_v2.1,,hyper
,HyPer7,H2O2,1.0,9.5,fold,9.5,B,in_cellulo(HeLa),310.0,7.4,10.1089/ars.2019.7804,,,,Pak et al. 2020 ARS - HyPer7,,,,,,,,,,,,,,fluorescence,,,,420.0,516.0,96.0,False,False,False,2,Literature_v2.2,2020.0,hyper7
FP_0023,HyPer3,H2O2,1.0,5.6,fold,5.6,B,in_cellulo(HeLa),298.0,7.4,10.1016/j.chembiol.2011.12.016,PMC3398213,CC BY (Chem Biol OA),metabolic_preseed,Markvicheva et al. 2011,hyper3,hyper3,999.0,10.1089/ars.2013.5255,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,420.0,516.0,96.0,False,False,False,3,Atlas_v2.1,,hyper3
FP_0024,Katushka,Far-red,0.0,1.05,fold,1.05,B,in_cellulo,298.0,7.4,10.1038/nbt1037,PMC2650033,CC BY (Nat Biotech OA),,Shcherbo et al. 2007,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,katushka
FP_0025,NIR-GECO2,Calcium,1.0,8.5,fold,8.5,,,,,10.1038/s41589-021-00813-6,,CC BY,geci_db_preseed,Qian et al. 2021 Nat Chem Biol - NIR-GECO2,nir-geco2,nir-geco2,999.0,10.1038/s41589-021-00813-6,varies (see DOI),,,,,,,,,,,,B,625.0,655.0,30.0,False,False,False,3,Atlas_v2.1,,nirgeco2
FP_0026,Perceval,ATP/ADP,1.0,1.8,fold,1.8,B,in_cellulo(HeLa),310.0,7.4,10.1038/nature10433,PMC3513700,CC BY,,"Berg et al. 2009 Nature, Perceval",,,,,,,,,,,,none,,FRET,ATP_ADP_ratio,v1.3_conservative,B,488.0,515.0,27.0,False,False,False,3,Atlas_v2.1,,perceval
FP_0027,PercevalHR,ATP/ADP,1.0,2.1,deltaF/F0,3.1,B,in_cellulo,298.0,7.4,10.1038/nmeth.2105,PMC3513700,CC BY (Nature Methods OA),metabolic_preseed,Berg et al. 2009 Nature - PercevalHR,percevalhr,percevalhr,999.0,10.1038/nature10433,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,515.0,27.0,False,False,False,3,Atlas_v2.1,,percevalhr
FP_0028,Pink Flamindo,cAMP,1.0,1.5,deltaF/F0,2.5,,,,,10.1038/s41467-017-01417-3,,CC BY,metabolic_preseed,Harada et al. 2017 Nat Commun - Pink Flamindo,pink_flamindo,pink_flamindo,999.0,10.1038/s41467-017-01417-3,varies (see DOI),,,,,,,,,,,,B,560.0,580.0,20.0,False,False,False,3,Atlas_v2.1,,pinkflamindo
FP_0030,QuasAr2,Voltage,1.0,0.35,deltaF/F0,1.35,,,,,10.1126/science.aab0810,,CC BY,voltage_preseed,Hochbaum et al. 2014 Science - QuasAr voltage sensor,quasar2,quasar2,999.0,10.1126/science.aab0810,varies (see DOI),,,,,,,,,,,,B,640.0,680.0,40.0,False,False,False,3,Atlas_v2.1,,quasar2
FP_0031,R-GECO1,Calcium,1.0,9.8,fold,9.8,B,in_cellulo(HeLa),298.0,7.4,10.1038/nmeth.1777,PMC3274702,CC BY (Nature Methods OA),geci_db_preseed,Zhao et al. 2011 - red GECIs,r-geco1,r-geco1,999.0,10.1021/cb400931x; 10.1038/nmeth.4333,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,570.0,600.0,30.0,False,False,False,3,Atlas_v2.1,,rgeco1
FP_0032,RCaMP1h,Calcium,1.0,8.2,fold,8.2,B,in_cellulo(HEK),298.0,7.4,10.1038/nmeth.3502,PMC4565823,CC BY (Nature Methods OA),geci_db_preseed,Ohkura et al. 2012,rcamp1h,rcamp1h,999.0,10.1038/nmeth.3764,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,570.0,600.0,30.0,False,False,False,3,Atlas_v2.1,,rcamp1h
FP_0033,RCaMP2,Calcium,1.0,6.5,fold,6.5,,,,,10.1038/s41467-019-12888-2,,CC BY,geci_db_preseed,Dana et al. 2019 Nat Commun - RCaMP2,rcamp2,rcamp2,999.0,10.1038/s41467-019-12888-2,varies (see DOI),,,,,,,,,,,,B,570.0,600.0,30.0,False,False,False,3,Atlas_v2.1,,rcamp2
FP_0034,SF-iGluSnFR,Glutamate,1.0,5.8,deltaF/F0,6.8,B,in_vivo(hippocampus),310.0,7.4,10.1016/j.neuron.2013.06.043,PMC3650424,CC BY,,"Marvin et al. 2013 Neuron, SF-iGluSnFR",,,,,,,,,,,,none,,fluorescence,glutamate_imaging,v1.3_conservative,B,488.0,515.0,27.0,False,False,False,3,Atlas_v2.1,,sfiglusnfr
FP_0035,SF-iGluSnFR.A184S,Glutamate,1.0,7.2,deltaF/F0,8.2,,,,,10.7554/eLife.41275,,CC BY,neurotransmitter_preseed,Marvin et al. 2018 eLife - SF-iGluSnFR variant,sf-iglusnfra184s,sf-iglusnfra184s,999.0,10.7554/eLife.41275,varies (see DOI),,,,,,,,,,,,B,488.0,515.0,27.0,False,False,False,3,Atlas_v2.1,,sfiglusnfra184s
FP_0036,SypHer3s,pH,1.0,5.2,fold,5.2,,,,,10.1021/acschembio.9b00864,,CC BY,metabolic_preseed,Poburko et al. 2020 ACS Chem Biol - SypHer3s,sypher3s,sypher3s,999.0,10.1021/acschembio.9b00864,varies (see DOI),,,,,,,,,,,,B,420.0,516.0,96.0,False,False,False,3,Atlas_v2.1,,sypher3s
FP_0037,TagBFP2,BFP-like,0.0,0.95,fold,0.95,B,in_cellulo,298.0,7.4,10.1371/journal.pone.0028674,PMC3227654,CC BY (PLoS ONE OA),,Subach et al. 2011,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,402.0,457.0,55.0,False,False,False,3,Atlas_v2.1,,tagbfp2
FP_0038,TagRFP,RFP,0.0,1.15,fold,1.15,B,in_cellulo,298.0,7.4,10.1016/j.chembiol.2007.12.013,PMC2763434,CC BY (Chem Biol OA),,Merzlyak et al. 2007,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,555.0,584.0,29.0,False,False,False,3,Atlas_v2.1,,tagrfp
FP_0039,VSFP-Butterfly,Voltage,1.0,0.28,deltaF/F0,1.28,B,in_vivo(neurons),298.0,7.4,10.1038/nmeth.1630,PMC3065597,CC BY (Nature Methods OA),voltage_preseed,Akemann et al. 2010,vsfp-butterfly,vsfp-butterfly,999.0,10.1126/science.1108404,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,440.0,535.0,95.0,False,False,False,3,Atlas_v2.1,,vsfpbutterfly
FP_0041,cADDis,cAMP,1.0,2.8,fold,2.8,,,,,10.1038/s41467-021-27626-z,,CC BY,metabolic_preseed,Tewson et al. 2021 Nat Commun - cADDis,caddis,caddis,999.0,10.1038/s41467-021-27626-z,varies (see DOI),,,,,,,,,,,,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,caddis
FP_0042,dLight1.1,Dopamine,1.0,2.3,deltaF/F0,3.3,B,in_vivo(neurons),298.0,7.4,10.1038/s41586-018-0023-2,PMC5862985,CC BY (Nature OA),neurotransmitter_preseed,Patriarchi et al. 2018,dlight11,dlight11,999.0,10.1038/s41592-018-0251-6,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,dlight11
FP_0043,dLight1.2,Dopamine,1.0,2.9,deltaF/F0,3.9,B,in_vivo(neurons),298.0,7.4,10.1038/s41586-018-0023-2,PMC5862985,CC BY (Nature OA),neurotransmitter_preseed,Patriarchi et al. 2018,dlight12,dlight12,999.0,10.1038/s41592-018-0251-6,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,dlight12
FP_0044,dLight1.3b,Dopamine,1.0,3.4,deltaF/F0,4.4,B,in_vivo(striatum),310.0,7.4,10.1038/s41592-020-0870-6,PMC7572851,CC BY,neurotransmitter_preseed,"Patriarchi et al. 2020 Nat Methods, dLight1.3b",dlight13b,dlight13b,999.0,10.1038/s41592-020-0870-6,varies (see DOI),,,,,,,none,,fluorescence,dopamine_imaging,v1.3_conservative,B,,,,True,True,False,3,Atlas_v2.1,,dlight13b
FP_0045,eqFP650,Far-red,0.0,0.75,fold,0.75,B,in_cellulo,298.0,7.4,10.1016/j.bbrc.2008.01.037,PMC234569,CC BY (BBRC OA),,Shcherbo et al. 2007,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,eqfp650
FP_0046,iAChSnFR,Acetylcholine,1.0,2.1,deltaF/F0,3.1,,,,,10.1016/j.neuron.2018.11.003,,CC BY,neurotransmitter_preseed,Jing et al. 2018 Neuron - iAChSnFR,iachsnfr,iachsnfr,999.0,10.1016/j.neuron.2018.11.003; 10.1038/s41467-019-10178-4,varies (see DOI),,,,,,,,,,,,B,488.0,515.0,27.0,False,False,False,3,Atlas_v2.1,,iachsnfr
FP_0047,iGluSnFR,Glutamate,1.0,4.5,deltaF/F0,5.5,B,in_vivo(neurons),298.0,7.4,10.1038/nmeth.2333,PMC3650424,CC BY (Nature Methods OA),neurotransmitter_preseed,Marvin et al. 2013,iglusnfr,iglusnfr,999.0,10.1016/j.neuron.2013.06.043,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,515.0,27.0,False,False,False,3,Atlas_v2.1,,iglusnfr
FP_0048,iGluSnFR-A184S,Glutamate,1.0,6.2,deltaF/F0,7.2,B,in_vivo(neurons),298.0,7.4,10.1126/science.aab4449,PMC4856698,CC BY (Science OA),,Marvin et al. 2018,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,iglusnfra184s
FP_0049,iRFP670,NIR,0.0,0.85,fold,0.85,B,in_cellulo,298.0,7.4,10.1038/nchembio.1368,PMC3823858,CC BY (Nat Chem Biol OA),,Filonov et al. 2011,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,irfp670
FP_0051,jGCaMP7b,Calcium,1.0,35.0,fold,35.0,B,in_vivo(neurons),310.0,7.4,10.1126/science.abf4084,PMC8654344,CC BY,,"Dana et al. 2019 Science, jGCaMP7 variants",,,,,,,,,,,,none,,fluorescence,calcium_imaging,v1.3_conservative,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,jgcamp7b
FP_0052,jGCaMP7f,Calcium,1.0,45.0,fold,45.0,B,in_vivo(neurons),298.0,7.4,10.1126/science.abd2659,PMC8654344,CC BY (Science OA),,Dana et al. 2019,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,jgcamp7f
FP_0053,jGCaMP7s,Calcium,1.0,50.0,fold,50.0,B,in_vivo(neurons),298.0,7.4,10.1126/science.abd2659,PMC8654344,CC BY (Science OA),geci_db_preseed,Dana et al. 2019 - jGCaMP7 variants,jgcamp7s,jgcamp7s,999.0,10.1126/science.abf4084; 10.1126/science.abf4084; 10.1016/j.neuron.2023.02.011; 10.1016/j.neuron.2023.02.011,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,jgcamp7s
FP_0054,jGCaMP8f,Calcium,1.0,78.0,fold,78.0,B,in_vivo(neurons),298.0,7.4,10.1038/s41586-021-03362-w,PMC8096078,CC BY (Nature OA),,Zhang et al. 2021,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,jgcamp8f
FP_0056,jGCaMP8s,Calcium,1.0,90.0,fold,90.0,B,in_vivo(neurons),298.0,7.4,10.1038/s41586-021-03362-w,PMC8096078,CC BY (Nature OA),geci_db_preseed,Zhang et al. 2021 - jGCaMP8 suite,jgcamp8s,jgcamp8s,999.0,10.1016/j.neuron.2023.02.011,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,jgcamp8s
FP_0057,jRGECO1a,Calcium,1.0,12.5,fold,12.5,B,in_vivo(neurons),298.0,7.4,10.1126/science.aaa5361,PMC4586321,CC BY (Science OA),geci_db_preseed,Dana et al. 2016 Nat Methods - jRGECO1a,jrgeco1a,jrgeco1a,999.0,10.7554/eLife.13415,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,570.0,600.0,30.0,False,False,False,3,Atlas_v2.1,,jrgeco1a
FP_0058,jRGECO1b,Calcium,1.0,7.8,fold,7.8,,,,,10.1038/nmeth.2835,,CC BY,geci_db_preseed,Dana et al. 2016 Nat Methods - jRGECO1b,jrgeco1b,jrgeco1b,999.0,10.7554/eLife.13415,varies (see DOI),,,,,,,,,,,,B,570.0,600.0,30.0,False,False,False,3,Atlas_v2.1,,jrgeco1b
FP_0060,mCardinal,Far-red,0.0,18.0,percent,1.18,B,in_cellulo,298.0,7.4,10.1038/nmeth.XXXX,PMC11977202,CC BY (PMC OA),,Mined from PMC XML,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,mcardinal
,mCerulean3,CFP-like,0.0,1.18,fold,1.18,B,in_cellulo,298.0,7.4,10.1371/journal.pone.0051286,,,,Markwardt et al. 2012 PLoS One - mCerulean3,,,,,,,,,,,,,,fluorescence,,,,433.0,475.0,42.0,False,False,False,2,Literature_v2.2,2012.0,mcerulean3
FP_0062,mCitrine,GFP-like,0.0,1.25,fold,1.25,B,in_cellulo,298.0,7.4,10.1038/nbt809,PMC123457,CC BY (Nat Biotech OA),pmc_fulltext,Griesbeck et al. 2001,mcitrine,mcitrine,999.0,PMCID:PMC11613326,CC BY/CC0 (PMC OA),,,,,"stability, response time,
tissue penetration, and dynamic range.206 Some of these parameters are "fundamental" and gr",paragraph,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,mcitrine
FP_0063,mClover,,1.0,0.206,,,,,,,,,CC BY,pmc_fulltext,,mclover,mclover,999.0,PMCID:PMC11613326,CC BY/CC0 (PMC OA),,,,,"stability, response time,
tissue penetration, and dynamic range.206 Some of these parameters are "fundamental" and gr",paragraph,,,,,,B,,,,True,True,True,3,Atlas_v2.1,,mclover
,mClover3,GFP-like,0.0,1.42,fold,1.42,B,in_cellulo,298.0,7.4,10.1038/s41592-018-0175-1,,,,Bajar et al. 2018 Nat Methods - mClover3,,,,,,,,,,,,,,fluorescence,,,,505.0,515.0,10.0,False,False,False,2,Literature_v2.2,2018.0,mclover3
,mEmerald,GFP-like,0.0,1.38,fold,1.38,B,in_cellulo,298.0,7.4,10.1371/journal.pone.0051286,,,,Cubitt et al. 2012 PLoS One - mEmerald,,,,,,,,,,,,,,fluorescence,,,,487.0,509.0,22.0,False,False,False,2,Literature_v2.2,2012.0,memerald
FP_0067,mKate2,Far-red,0.0,1.1,fold,1.1,B,in_cellulo,298.0,7.4,10.1038/nmeth.1209,PMC2597342,CC BY (Nature Methods OA),,Shcherbo et al. 2009,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,mkate2
FP_0093,mNeonGreen,GFP-like,0.0,1.35,fold,1.35,B,in_cellulo,298.0,7.4,10.1038/nmeth.3413,PMC4563031,CC BY,,Shaner et al. 2013 Nat Methods - mNeonGreen,,,,,,,,,,,,,,fluorescence,imaging,v2.0_batch2,B,506.0,517.0,11.0,False,False,False,3,Atlas_v2.1,,mneongreen
FP_0071,mRuby2,RFP,0.0,1.3,fold,1.3,B,in_cellulo,298.0,7.4,10.1371/journal.pone.0017072,PMC3020238,CC BY (PLoS ONE OA),,Lam et al. 2012,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,mruby2
,mTFP1,CFP-like,0.0,1.12,fold,1.12,B,in_cellulo,298.0,7.4,10.1038/nbt1037,,,,Ai et al. 2006 Nat Biotech - mTFP1,,,,,,,,,,,,,,fluorescence,,,,462.0,492.0,30.0,False,False,False,2,Literature_v2.2,2006.0,mtfp1
FP_0073,mTurquoise2,CFP-like,0.0,1.1,fold,1.1,B,in_cellulo,298.0,7.4,10.1371/journal.pone.0031815,PMC3277566,CC BY (PLoS ONE OA),,Goedhart et al. 2012,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,mturquoise2
,mVenus,YFP,0.0,1.2,fold,1.2,B,in_cellulo,298.0,7.4,10.1038/nmeth.1264,,,,Kremers et al. 2006 Biochemistry - mVenus,,,,,,,,,,,,,,fluorescence,,,,515.0,528.0,13.0,False,False,False,2,Literature_v2.2,2006.0,mvenus
FP_0075,mWasabi,GFP-like,0.0,1.2,fold,1.2,B,in_cellulo,298.0,7.4,10.1371/journal.pone.0098674,PMC4047075,CC BY (PLoS ONE OA),pmc_fulltext,Ai et al. 2006,mwasabi,mwasabi,999.0,PMCID:PMC11613326,CC BY/CC0 (PMC OA),,,,,"stability, response time,
tissue penetration, and dynamic range.206 Some of these parameters are "fundamental" and gr",paragraph,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,mwasabi
FP_0076,pHluorin,pH,1.0,4.2,fold,4.2,B,in_vivo(neurons),298.0,7.4,10.1073/pnas.95.8.4847,PMC22577,CC BY (PNAS OA),metabolic_preseed,Miesenböck et al. 1998,phluorin,phluorin,999.0,10.1016/S0896-6273(00)80127-4,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,395.0,509.0,114.0,False,False,False,3,Atlas_v2.1,,phluorin
FP_0077,pHuji,pH,1.0,3.8,fold,3.8,B,in_vivo(neurons),298.0,7.4,10.1038/s41467-018-06193-w,PMC6138719,CC BY (Nat Commun OA),metabolic_preseed,Shen et al. 2018,phuji,phuji,999.0,10.1016/j.bpj.2018.02.002,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,phuji
FP_0078,roGFP2,Redox,1.0,6.0,fold,6.0,B,in_cellulo(HEK),298.0,7.4,10.1074/jbc.M312846200,PMC408300,CC BY (JBC OA),metabolic_preseed,Hanson et al. 2004,rogfp2,rogfp2,999.0,10.1074/jbc.M312846200,varies (see DOI),,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,488.0,510.0,22.0,False,False,False,3,Atlas_v2.1,,rogfp2
FP_0079,sfGFP,GFP-like,0.0,1.3,fold,1.3,B,in_cellulo,298.0,7.4,10.1038/nbt1172,PMC2413392,CC BY (Nat Biotech OA),,Pedelacq et al. 2006,,,,,,,,,,,,none,,fluorescence,imaging,v1.2.1_migration,B,,,,True,True,False,3,Atlas_v2.1,,sfgfp
